Company,Inches,Cpu,Ram,Gpu,OpSys,SSD,Price

HP,17.3,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1048.81

HP,14,intel celeron n4020,4gb,integrated graphics,No Os/ Linux,64gb emmc,185.93

HP,14,amd athlon silver 3050c,4gb,integrated graphics,No Os/ Linux,64gb emmc,398.99

HP,14,amd ryzen 3 3250c,8gb,integrated graphics,No Os/ Linux,128gb ssd,845.06

HP,13.5,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1700.73

HP,14,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,1tb ssd,1767.75

HP,14,intel core i7-1355u,32gb,integrated graphics,No Os/ Linux,1tb ssd,2272.58

HP,14,intel core i7-1365u,16gb,integrated graphics,No Os/ Linux,1tb ssd,2421.9

HP,14,intel core i7-1365u,32gb,integrated graphics,No Os/ Linux,1tb ssd,2549.03

HP,13.3,intel core i5-1335u,16 gb,integrated graphics,No Os/ Linux,512gb ssd,1758.11

HP,13.3,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1743.81

HP,13.3,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1262.64

HP,14,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1257.74

HP,14,intel core i5-1335u,8gb,integrated graphics,No Os/ Linux,512gb ssd,1175.35

HP,14,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,512gb ssd,1008.93

HP,13.3,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,256gb ssd,1486.49

HP,13.3,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1207.16

HP,14,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,1tb ssd,1665.98

HP,14,intel core i5-10210u,8gb,integrated graphics,No Os/ Linux,256gb ssd,499

HP,14,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,256gb ssd,474.99

HP,16,intel core i5-1340p,32gb,integrated graphics,No Os/ Linux,512gb ssd,1770.54

HP,16,intel core i7-1360p,64gb,integrated graphics,No Os/ Linux,1tb ssd,2005.29

HP,13.3,intel core i5-8350u,8gb,integrated graphics,No Os/ Linux,256gb ssd,411.94

HP,13.3,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1884.81

HP,14,intel core i7 1365u,16gb,integrated graphics,No Os/ Linux,1tb ssd,1985.77

HP,13.3,intel core i7-1165g7,16gb,integrated graphics,No Os/ Linux,1tb ssd,3057.54

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

HP,15.6,intel core i5-10300h,16gb,integrated graphics,No Os/ Linux,1tb ssd,671.35

HP,15.6,intel core i7-10750h,16gb,rtx 2070,No Os/ Linux,1tb ssd,911.7

HP,15.6,amd ryzen 7 5800h,16gb,rtx 3070,No Os/ Linux,1tb ssd,1224.2

HP,16.1,amd ryzen 9 5900hx,16gb,rtx 3070,No Os/ Linux,1tb ssd,1175.65

HP,16.1,intel core i7-11800h,16gb,rtx 3060,No Os/ Linux,1tb ssd,1286.1

HP,16.1,amd ryzen 7 5800h,16gb,rtx 3070,No Os/ Linux,512gb ssd,1776.55

HP,17.3,intel core i7-10750h,32gb,rtx 2080 super,No Os/ Linux,1tb ssd,1296.9

HP,17.3,intel core i7-11800h,32gb,rtx 3060,No Os/ Linux,1tb ssd,3930.56

HP,17.3,intel core i7-11800h,32gb,rtx 3070,No Os/ Linux,1tb ssd,1243.8

HP,14,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1142.02

HP,14,amd ryzen 7 5700u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1359.77

HP,15.6,amd ryzen 5 5500u,16gb,integrated graphics,No Os/ Linux,512gb ssd,800.71

HP,14,intel core i5-1335u,8gb,integrated graphics,No Os/ Linux,512gb ssd,949.99

HP,13.3,intel core i5-10210u,8gb,integrated graphics,No Os/ Linux,256gb ssd,494.99

HP,14,intel core i5-1335u,16 gb,integrated graphics,No Os/ Linux,512gb ssd,1048.92

HP,14,intel core i5-10210u,8gb,integrated graphics,No Os/ Linux,256gb ssd,457.99

HP,14,amd ryzen 5 7530u,8gb,integrated graphics,No Os/ Linux,256gb ssd,967.62

HP,15.6,intel core i5-8265u,8gb,integrated graphics,No Os/ Linux,256gb ssd,429

HP,14,intel core i5-6200u,8gb,integrated graphics,No Os/ Linux,256gb ssd,285

HP,13.3,amd ryzen 5 7530u,8gb,integrated graphics,No Os/ Linux,512gb ssd,1178.34

HP,13.5,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,1tb ssd,1699

HP,16.1,intel core i7-13700h,16gb,rtx 4050,No Os/ Linux,512gb ssd,1316.21

HP,15.6,amd ryzen 7 5800h,8gb,integrated graphics,No Os/ Linux,512gb ssd,897.78

HP,15.6,amd ryzen 5 5600h,16gb,radeon rx 6500m,No Os/ Linux,512gb ssd,1785.22

HP,15.6,intel core i5-12500h,16gb,integrated graphics,No Os/ Linux,512gb ssd,860.68

HP,15.6,intel core i5-12500h,16gb,integrated graphics,No Os/ Linux,512gb ssd,770.89

HP,15.6,amd ryzen 5 5600h,8gb,integrated graphics,No Os/ Linux,512gb ssd,806.05

HP,15.6,amd ryzen 5 5600h,8gb,integrated graphics,No Os/ Linux,512gb ssd,697.14

HP,16.1,intel core i7-11800h,16gb,rtx 3050,No Os/ Linux,512gb ssd,581.4

HP,16.1,intel core i7-11800h,16gb,rtx 3060,No Os/ Linux,512gb ssd,888.85

HP,16.1,amd ryzen 7 5800h,16gb,rtx 3050,No Os/ Linux,512gb ssd,2914.96

HP,16.1,amd ryzen 5 5600h,16gb,integrated graphics,No Os/ Linux,512gb ssd,2013.08

HP,16.1,amd ryzen 7 5800h,16gb,rtx 3050ti,No Os/ Linux,512gb ssd,2660.58

HP,16.1,amd ryzen 7 5800h,16gb,rtx 3060,No Os/ Linux,512gb ssd,1299

HP,16.1,amd ryzen 7 6800h,16gb,rtx 3050,No Os/ Linux,512gb ssd,1097.15

HP,16.1,intel core i7-13700h,16gb,rtx 4050,No Os/ Linux,512gb ssd,1359.66

HP,16.1,amd ryzen 7 7840hs,16gb,rtx 4050,No Os/ Linux,512gb ssd,1255.59

HP,16,intel core i7-12800hx,32gb,rtx a3000,No Os/ Linux,1tb ssd,5281.96

HP,16,intel core i7-13800h,32gb,rtx 2000,No Os/ Linux,1tb ssd,2875

HP,15.6,amd ryzen 9 pro 7940hs,32gb,rtx 2000,No Os/ Linux,1tb ssd,2299

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Innjoo,14.1.10,intel celeron n3350,4gb,integrated graphics,No Os/ Linux,64gb emmc,241.91

Innjoo,14.1,intel celeron n3350,6gb,integrated graphics,No Os/ Linux,128gb emmc,2367.88

Jetwing,15.6,intel core i7-7567u,8gb,integrated graphics,No Os/ Linux,256gb ssd,549.27

LG,14,intel core i7-1260p,16gb,integrated graphics,No Os/ Linux,1tb ssd,1683.31

LG,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1658.81

LG,15.5,intel core i7-1360p,32gb,integrated graphics,No Os/ Linux,512gb ssd,2105.78

LG,16,intel core i7-1260p,16gb,integrated graphics,No Os/ Linux,1tb ssd,2401.75

LG,16,intel core i5-1135g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,1420.7

LG,16,intel core i7-1165g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,1855.05

LG,17,intel core i7-1165g7,16 gb,integrated graphics,No Os/ Linux,512gb ssd,1553.89

LG,16,amd ryzen 5 5625u,8gb,integrated graphics,No Os/ Linux,512gb ssd,969

Lenovo,11.6,intel celeron n4020,4gb,integrated graphics,No Os/ Linux,32gb emmc,374.04

Lenovo,15.6,amd ryzen 5 3500u,8 gb,integrated graphics,No Os/ Linux,512gb ssd,533.83

Lenovo,15.6,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.87

Lenovo,15.6,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,512gb ssd,585.05

Lenovo,15.6,intel celeron n4500,4gb,integrated graphics,No Os/ Linux,128gb ssd,400.23

Lenovo,15.6,amd ryzen 5 5500u,8gb,integrated graphics,No Os/ Linux,512gb ssd,514.1

Lenovo,15.6,amd ryzen 5 5500u,8gb,integrated graphics,No Os/ Linux,512gb ssd,704.19

Lenovo,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,256gb ssd,499.62

Lenovo,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,512gb ssd,495.9

Lenovo,15.6,intel core i5-1155g7,16 gb,integrated graphics,No Os/ Linux,512gb ssd,969

Lenovo,15.6,intel core i5-1155g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,595.34

Lenovo,15.6,intel core i5-1155g7,8 gb,integrated graphics,No Os/ Linux,512gb ssd,969

Lenovo,15.6,intel core i7-1165g7,16gb,integrated graphics,No Os/ Linux,1tb ssd,657.95

Lenovo,15.6,intel celeron n4500,8gb,integrated graphics,No Os/ Linux,128gb emmc,634.53

Lenovo,14,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,512gb ssd,882.58

Lenovo,14,intel core i5-10210u,8gb,integrated graphics,No Os/ Linux,512gb ssd,649.1

Lenovo,14,intel core i3-8145u,8gb,integrated graphics,No Os/ Linux,256gb ssd,537.05

Lenovo,14,amd ryzen 5 7530u,16gb,integrated graphics,No Os/ Linux,512gb ssd,995.39

Lenovo,14,amd ryzen 5 5500u,8gb,integrated graphics,No Os/ Linux,512gb ssd,580.45

Lenovo,15.6,amd ryzen 7 5800h,8gb,rtx 3050ti,No Os/ Linux,512gb ssd,1353.78

Lenovo,15.6,amd ryzen 5 5600h,16 gb,rtx3050,No Os/ Linux,512gb ssd,2389.14

Lenovo,15.6,intel core i5-12500h,16gb,rtx3050,No Os/ Linux,512gb ssd,729.7

Lenovo,15.6,intel core i7-12700h,16gb,rtx3060,No Os/ Linux,512gb ssd,1368.99

Lenovo,16,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,512gb ssd,1297.32

Lenovo,15.6,amd ryzen 7 7730u,16gb,integrated graphics,No Os/ Linux,1tb ssd,928.45

Lenovo,14,intel core i5-1145g7,8gb,integrated graphics,No Os/ Linux,256gb ssd,1033.26

Lenovo,15.6,intel core i5-12450h,16gb,rtx 4050,No Os/ Linux,512gb ssd,1081

Lenovo,15.6,intel core i5-13420h,16gb,rtx 4050,No Os/ Linux,512gb ssd,1538.49

Lenovo,15.6,intel core i5-13500h,16gb,rtx4060,No Os/ Linux,512gb ssd,1551.84

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Lenovo,15.6,amd ryzen 7 5800h,16 gb,rtx 3070,No Os/ Linux,512gb ssd,1112.6

Lenovo,16,intel core i7-14650hx,16gb,rtx 4060,No Os/ Linux,512gb ssd,1968.27

Lenovo,16,intel core i7-12700h,16gb,rtx 3060,No Os/ Linux,1tb ssd,1598.55

Lenovo,16,intel core i7-12700h,32gb,rtx 3070,No Os/ Linux,1tb ssd,1239.2

Lenovo,16,intel core i7-12800hx,32gb,rtx 3070ti,No Os/ Linux,1tb ssd,2687.62

Lenovo,16,intel core i9-13900hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,5110.01

Lenovo,16,intel core i7-13700hx,32gb,rtx 4060,No Os/ Linux,1tb ssd,2458.22

Lenovo,16,intel core i7-13700hx,16gb,rtx 4070,No Os/ Linux,1tb ssd,3070.47

Lenovo,16,intel core i9-13900hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,3931.72

Lenovo,16,intel core i9-13900hx,32gb,rtx 4090,No Os/ Linux,1tb ssd,5136.54

Lenovo,13.3,amd ryzen 5 6600u,8gb,integrated graphics,No Os/ Linux,256gb ssd,808.55

Lenovo,14,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,256gb ssd,1481.3

Lenovo,14,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1043.55

Lenovo,14,intel core i5-1335u,8gb,integrated graphics,No Os/ Linux,256gb ssd,861.43

Lenovo,14,intel core i5-1335u,8gb,integrated graphics,No Os/ Linux,256gb ssd,924.34

Lenovo,14,intel core i7-13700h,16gb,integrated graphics,No Os/ Linux,512gb ssd,1188.97

Lenovo,14,intel core i5-1235u,16 gb,integrated graphics,No Os/ Linux,512gb ssd,1548.3

Lenovo,14,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,256gb ssd,846.57

Lenovo,14,intel core i7-1255u,16 gb,integrated graphics,No Os/ Linux,512gb ssd,2330.81

Lenovo,14,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1284.18

Lenovo,14,intel core i5-1335u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1124.65

Lenovo,14,intel core i5-1135g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,1702.14

Lenovo,15.6,amd ryzen 5 4500u,8gb,integrated graphics,No Os/ Linux,256gb ssd,807.6

Lenovo,15.6,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,256gb ssd,772.46

Lenovo,15.6,amd ryzen 7 5825u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1192.27

Lenovo,14,intel core i3-1215u,8gb,integrated graphics,No Os/ Linux,256gb ssd,671.45

Lenovo,15.6,intel core i3-1215u,8gb,integrated graphics,No Os/ Linux,256gb ssd,698.99

Lenovo,15.6,intel core i3-1005g1,8gb,integrated graphics,No Os/ Linux,256gb ssd,426.45

Lenovo,15.6,intel core i3-10110u,8gb,integrated graphics,No Os/ Linux,256gb ssd,407.68

Lenovo,16,intel core i5-1335u,8gb,integrated graphics,No Os/ Linux,256gb ssd,886.95

Lenovo,16,intel core i7-13700h,16gb,integrated graphics,No Os/ Linux,512gb ssd,1335.88

Lenovo,16,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1043.55

Lenovo,16,intel core i5-1335u,8gb,integrated graphics,No Os/ Linux,256gb ssd,924.34

Lenovo,16,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,512gb ssd,2385.56

Lenovo,16,amd ryzen 7 5800h,16gb,rtx 3060,No Os/ Linux,512gb ssd,1748.99

Lenovo,16,intel core i5-13500h,16gb,rtx 4050,No Os/ Linux,512gb ssd,1759.3

Lenovo,14,amd ryzen 5 5500u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1037.79

Lenovo,14,intel core i5-1135g7,8 gb,integrated graphics,No Os/ Linux,256gb ssd,1442.25

Lenovo,14,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1166.83

Lenovo,14,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1207.04

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Lenovo,14,intel core i5-1335u,8gb,integrated graphics,No Os/ Linux,256gb ssd,967.98

Lenovo,14,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1415.3

Lenovo,14,intel core i3-10110u,8gb,integrated graphics,No Os/ Linux,256gb ssd,369

Lenovo,14,intel core i5-10210u,8 gb,integrated graphics,No Os/ Linux,256gb ssd,1088

Lenovo,15.6,intel core i5-1135g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,924.58

Lenovo,15.6,intel core i7-1165g7,16 gb,integrated graphics,No Os/ Linux,512gb ssd,1061.72

Lenovo,15.6,intel core i7-1165g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,1287.92

Lenovo,15.6,intel core i7-1165g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,1024.14

Lenovo,15.6,intel core i7-1165g7,16gb,integrated graphics,No Os/ Linux,512ssd,1014.52

Lenovo,15.6,amd ryzen 5 5625u,8gb,integrated graphics,No Os/ Linux,256gb ssd,950.8

Lenovo,16,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,256gb ssd,910

Lenovo,16,intel core i5-1335u,8gb,integrated graphics,No Os/ Linux,256gb,1064.23

Lenovo,16,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,512gb,1290.74

Lenovo,13.3,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1372.5

Lenovo,13.3,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1283.79

Lenovo,13.3,amd ryzen 5 pro 7530u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1058.35

Lenovo,13.3,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1220.01

Lenovo,13.3,intel core i5-1335u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1089.89

Lenovo,13.3,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1478.37

Lenovo,13.3,amd ryzen 5 pro 5650u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1213.95

Lenovo,13.3,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1048.38

Lenovo,13.3,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1346.66

Lenovo,13.3,intel core i5-10210u,8gb,integrated graphics,No Os/ Linux,256gb ssd,549

Lenovo,14,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1037.81

Lenovo,14,intel core i7-1255u,16 gb,integrated graphics,No Os/ Linux,512gb ssd,1358.26

Lenovo,14,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1556.96

Lenovo,15.6,amd ryzen 7 pro 4750u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1786.69

Lenovo,15.6,amd ryzen 5 5600u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1492.58

Lenovo,15.6,amd ryzen 5 pro 7530u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1085.22

Lenovo,15.6,intel core i5-1335u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1085.22

Lenovo,14,intel core i5-8250u,8gb,integrated graphics,No Os/ Linux,256gb ssd,398.99

Lenovo,14,intel core i5-8265u,8 gb,integrated graphics,No Os/ Linux,256gb ssd,398.99

Lenovo,15.6,intel core i7-10750h,16gb,integrated graphics,No Os/ Linux,512gb ssd,1400.28

Lenovo,14,intel core i7-1165g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,1226.04

Lenovo,14,intel core i7-1360p,16gb,rtx a500,No Os/ Linux,512gb ssd,1894.18

Lenovo,15.6,intel core i7-10750h,16gb,integrated graphics,No Os/ Linux,512gb ssd,1891.71

Lenovo,16,intel core i7-12800hx,16gb,rtx a1000,No Os/ Linux,512gb ssd,2580.67

Lenovo,16,intel core i7-1260p,16gb,integrated graphics,No Os/ Linux,512gb ssd,2790.27

Lenovo,16,intel core i7-1360p,32gb,rtx a500,No Os/ Linux,1tb ssd,2319.91

Lenovo,15.6,intel core i7-8550u,8gb,integrated graphics,No Os/ Linux,256gb ssd,583.02

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Lenovo,14,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1631.4

Lenovo,14,intel core i7-1260p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1799

Lenovo,14,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1555.39

Lenovo,14,intel core i7-1355u,32 gb,integrated graphics,No Os/ Linux,1tb ssd,2298.81

Lenovo,14,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,512gb ssd,2384.17

Lenovo,14,intel core i7-1355u,32gb,integrated graphics,No Os/ Linux,1tb ssd,2462.46

Lenovo,14,intel core i5-10210u,8gb,integrated graphics,No Os/ Linux,256gb ssd,429

Lenovo,14,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,512gb ssd,2384.17

Lenovo,14,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1836.39

Lenovo,14,intel core i7-1260p,16gb,integrated graphics,No Os/ Linux,512gb ssd,2093

Lenovo,15.6,intel core i5-10210u,8gb,integrated graphics,No Os/ Linux,512gb ssd,648.99

Lenovo,16,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1440.16

Lenovo,16,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1492.13

Lenovo,16,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1556.96

Lenovo,16,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1826.73

Lenovo,16,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1827.1

Lenovo,12,m5-6y57,8gb,integrated graphics,No Os/ Linux,256gb ssd,448.99

Lenovo,14,intel core i7-1260p,16gb,integrated graphics,No Os/ Linux,512gb ssd,2252.62

Lenovo,14,intel core i5-1335u,16 gb,integrated graphics,No Os/ Linux,512gb ssd,2335.73

Lenovo,14,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,512gb ssd,2673.83

Lenovo,14,intel core i5-8265u,8gb,integrated graphics,No Os/ Linux,256gb ssd,499

Lenovo,14,intel core i7-8550u,8gb,integrated graphics,No Os/ Linux,512gb ssd,645

Lenovo,13,intel core i7-1260p,16gb,integrated graphics,No Os/ Linux,1tb ssd,2926.19

Lenovo,14,intel core i5-1335u,16 gb,integrated graphics,No Os/ Linux,512gb ssd,2433.69

Lenovo,14,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,2703.35

Lenovo,12.3,intel core i5-1130g7,16 gb,integrated graphics,No Os/ Linux,512gb ssd,2163.93

Lenovo,12.3,intel core i5-1130g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,2661.33

Lenovo,12.3,intel core i7-1160g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,2521.93

Lenovo,12.3,intel core i7-1165g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,2298.81

Lenovo,13.3,amd ryzen 5 pro 4650u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1069.49

Lenovo,13.3,intel core i5-10210u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1475.71

Lenovo,13.3,qualcomm snapdragon 8cx gen 3,16gb,integrated graphics,No Os/ Linux,256gb ssd,1896.1

Lenovo,16,amd ryzen 7 pro 6850h,16gb,integrated graphics,No Os/ Linux,512gb ssd,2017.07

Lenovo,16,amd ryzen 9 pro 6950h,32gb,integrated graphics,No Os/ Linux,1tb ssd,2593.25

Lenovo,16,amd ryzen 7 pro 6850h,16gb,integrated graphics,No Os/ Linux,512gb ssd,2046.54

Lenovo,14,amd ryzen 7 5825u,16gb,integrated graphics,No Os/ Linux,512gb ssd,886.45

Lenovo,15.6,intel core i7-1165g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,934.95

Lenovo,15.6,intel core i7-11800h,16gb,integrated graphics,No Os/ Linux,512gb ssd,1905.82

Lenovo,14,intel core i5-1145g7,16gb,integrated graphics,No Os/ Linux,512 gb ssd,994.99

Lenovo,14,intel core i5-1035g1,8gb,integrated graphics,No Os/ Linux,256gb ssd,393.25

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Lenovo,15.6,amd ryzen 3 3250u,8gb,integrated graphics,No Os/ Linux,512gb ssd,498.81

Lenovo,15.6,amd ryzen 3 5300u,8gb,integrated graphics,No Os/ Linux,256 gb ssd,542.93

Lenovo,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,256gb ssd,387.55

Lenovo,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,512gb ssd,363.77

Lenovo,15.6,intel core i7-1255u,8gb,integrated graphics,No Os/ Linux,512gb ssd,904.6

Lenovo,15.6,intel core i5-13420h,8gb,integrated graphics,No Os/ Linux,256gb ssd,919.4

Lenovo,15.6,intel core i5-13420h,8gb,integrated graphics,No Os/ Linux,512gb ssd,946.87

Lenovo,15.6,intel core i5-1135g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,1289.72

Lenovo,15.6,intel core i3-1215u,8gb,integrated graphics,No Os/ Linux,256gb ssd,630.07

Lenovo,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,512gb ssd,448.99

